A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||5950.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379930|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||5950.30|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379931|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||5987.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379932|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||5988.36|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379933|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||5990.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379934|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6000.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379935|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6026.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379936|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6032.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379937|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6050.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379938|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6100.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379939|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6100.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379940|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6110.38|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379941|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6150.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379942|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6161.75|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379943|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6168.08|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379944|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6168.97|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379945|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6175.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379946|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6237.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379947|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6246.20|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379948|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6270.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379949|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6281.40|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379950|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6305.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379951|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6350.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379952|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6384.40|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379953|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6415.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379954|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6418.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379955|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6420.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379956|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6450.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379957|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6460.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379958|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6490.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379959|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6490.50|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379960|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6623.40|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379961|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6650.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379962|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6671.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379963|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6673.25|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379964|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6687.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379965|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6690.08|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379966|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6700.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379967|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6790.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379968|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6791.92|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379969|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6795.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379970|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6798.40|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379971|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6800.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379972|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6817.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379973|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6863.04|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379974|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6880.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379975|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6887.37|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379976|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6900.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379977|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6945.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379978|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6973.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379979|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6975.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379980|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6982.02|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379981|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||6983.30|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379982|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7010.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379983|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7032.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379984|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7036.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379985|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7040.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379986|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7045.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379987|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7050.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379988|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7065.30|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379989|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7087.70|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379990|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7090.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379991|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7091.38|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379992|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7100.21|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379993|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7145.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379994|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7217.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379995|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7225.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379996|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7226.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379997|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7244.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379998|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7265.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379999|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7298.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380000|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7303.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380001|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7357.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380002|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7367.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380003|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7373.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380004|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7375.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380005|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7395.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380006|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7410.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380007|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7465.16|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380008|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7469.50|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380009|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7478.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380010|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7500.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380011|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7500.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380012|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7522.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380013|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7524.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380014|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7525.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380015|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7565.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380016|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7575.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380017|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7575.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380018|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7585.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380019|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7611.08|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380020|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7625.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380021|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7630.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380022|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7645.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380023|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7651.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380024|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||7665.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380025|||||||||||||||||||
