A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15220.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380705||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15235.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380706||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15238.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380707||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15252.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380708||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15255.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380709||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15270.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380710||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15335.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380711||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15341.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380712||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15355.96|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380713||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15358.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380714||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15359.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380715||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15363.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380716||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15401.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380717||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15409.09|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380718||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15431.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380719||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15465.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380720||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15465.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380721||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15475.50|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380722||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15487.86|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380723||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15516.04|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380724||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15518.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380725||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15522.86|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380726||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15523.66|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380727||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15560.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380728||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15568.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380729||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15583.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380730||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15615.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380731||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15628.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380732||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15658.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380733||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15683.30|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380734||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15690.50|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380735||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15700.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380736||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15703.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380737||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15715.65|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380738||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15723.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380739||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15775.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380740||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15779.73|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380741||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15787.41|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380742||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15788.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380743||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15798.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380744||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15800.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380745||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15803.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380746||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15820.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380747||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15821.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380748||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15850.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380749||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15863.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380750||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15865.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380751||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15872.34|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380752||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15905.30|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380753||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15942.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380754||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15942.50|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380755||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15946.60|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380756||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15948.04|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380757||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15949.48|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380758||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15958.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380759||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15964.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380760||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15968.39|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380761||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15978.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380762||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15988.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380763||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||15998.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380764||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16020.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380765||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16035.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380766||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16052.20|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380767||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16053.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380768||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16068.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380769||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16075.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380770||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16085.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380771||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16106.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380772||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16118.62|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380773||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16120.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380774||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16135.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380775||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16140.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380776||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16153.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380777||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16153.51|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380778||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16165.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380779||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16168.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380780||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16175.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380781||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16178.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380782||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16182.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380783||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16187.86|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380784||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16216.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380785||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16253.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380786||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16258.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380787||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16273.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380788||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16288.48|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380789||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16303.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380790||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16305.29|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380791||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16312.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380792||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16320.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380793||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16325.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380794||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16335.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380795||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16340.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380796||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16350.90|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380797||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16353.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380798||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16355.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380799||||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||16364.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650380800||||||||||||||||||||
